Advertisement,Advertisement No,Advertisement Date,Location,Price,Gross Area,Net Area,Age,Room,Floor,Heating,Furnished,House URL
AĞAOĞLU MY TOWERLAND EBV.BANYO TERASLI 3+1 **BOŞ** DAİRE,Portföy No: P27604755,02-13-2025,İstanbul Anadolu / Ataşehir/ Atatürk Mah.,19.500.000 ₺,189,139,10-15,3+1,16,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P27604755
BOSTANCI’NIN EN GÜZEL LOKASYONUNDA SATILIK 2+1 REZIDANS,Portföy No: P45105148,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,11.700.000 ₺,82,61,0,2+1,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45105148
AĞAOĞLU MY TOWERLAND 3381 ADA 189M2 SATILIK 3+1 ATAŞEHİR,Portföy No: P32023307,02-13-2025,İstanbul Anadolu / Ataşehir/ Atatürk Mah.,19.000.000 ₺,189,140,10-15,3+1,21,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P32023307
BEYKOZ OTAĞTEPE DE SATILIK 190 M2 3+1 DAİRE,Portföy No: P30551011,02-13-2025,İstanbul Anadolu / Beykoz/ Kavacık Mah.,8.485.000 ₺,190,145,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30551011
KADIKÖY YELDEĞIRMENINDE 2+1 SATILIK DAIRE,Portföy No: P61546818,02-13-2025,İstanbul Anadolu / Kadıköy/ Rasimpaşa Mah.,4.500.000 ₺,101,78,30+,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P61546818
HÜRRİYET MAH. SİTE İÇİ ORMAN VE KISMİ DENİZ MANZARALI SATILIK3+1,Portföy No: P70381820,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,4.100.000 ₺,140,120,16-20,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P70381820
KARTAL İSTMARİNA SİTESİNDE BAHÇE KATI SATILIK 1+1 DAİRE,Portföy No: P85568325,02-13-2025,İstanbul Anadolu / Kartal/ Kordonboyu Mah.,4.750.000 ₺,45,38,5,1+0,1,Fancoil Ünitesi,Evet,https://www.remax.com.tr/portfoy/P85568325
REMAX PROF SANCAKTEPE SİNPAŞ AQUA CITY 2010 KİRALIK 1+1 BAHÇE KATI,Portföy No: P56472445,02-13-2025,İstanbul Anadolu / Sancaktepe/ Emek Mah.,35.000 ₺,81,65,10-15,1+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P56472445
SANCAKTEPE VEYSEL KARANİ'DE 3+1 DUBLEKS DAİRE,Portföy No: P86745585,02-13-2025,İstanbul Anadolu / Sancaktepe/ Veysel Karani Mah.,4.350.000 ₺,114,76,3,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P86745585
PENDIK ESENYALI ORHANGAZI MAH.2+1 SATILIK DAIRE...,Portföy No: P74225177,02-13-2025,İstanbul Anadolu / Pendik/ Orhangazi Mah.,3.850.000 ₺,85,75,30+,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74225177
TEST DENEME CANLI ILANI,Portföy No: P38524466,02-13-2025,İstanbul Anadolu / Beykoz/ Acarlar Mah.,100 ₺,100,100,5,2+0,3. Bodrum,Fancoil Ünitesi,Hayır,https://www.remax.com.tr/portfoy/P38524466
KINALIADA’DA 3+1 SATILIK KÖŞK DAİRESİ,Portföy No: P36533885,02-13-2025,İstanbul Anadolu / Adalar/ Kınalıada Mah.,13.100.000 ₺,125,120,30+,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P36533885
PENDİK KAYNARCA MAHALLESİ 3 + 1 SATILIK DAİRE,Portföy No: P14526135,02-13-2025,İstanbul Anadolu / Pendik/ Kaynarca Mah.,6.450.000 ₺,103,85,0,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14526135
SULTANBEYLİ TEM GİŞELER YANI BY CONCEPT SİTESİ NDE SATILIK BALKONLU 2+1 DAİRE,Portföy No: P07530005,02-13-2025,İstanbul Anadolu / Sultanbeyli/ Hasanpaşa Mah.,4.300.000 ₺,85,55,10-15,2+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P07530005
PETROLİŞ MH SIFIR İSKANLI BALKONLU 2+1 SATILIK DAİRE,Portföy No: P13512378,02-13-2025,İstanbul Anadolu / Kartal/ Petrol iş Mah.,6.500.000 ₺,105,70,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13512378
ŞILE AĞVA MERKEZDE DUBLEKS 3+1 SATILIK DAIRE,Portföy No: P76686555,02-13-2025,İstanbul Anadolu / Şile/ Ağva Merkez Mah.,6.000.000 ₺,125,120,21-25,3+1,3,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P76686555
WLOFTDRAGOS 'TA 2+1\\6.KAT 14 M2 BALKONLU AÇIK MUTFAKLI,Portföy No: P86772085,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,7.650.000 ₺,110,68,8,2+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P86772085
ÜMRANİYE HUZUR MAH MERKEZİ KONUM METROYA YÜRÜME 3+1 ÜST DUBLEKS,Portföy No: P22662281,02-13-2025,İstanbul Anadolu / Ümraniye/ Huzur Mah.,5.050.000 ₺,120,100,8,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22662281
ÜMRANİYE ÇAMLIK TA YURT SİTESİNDE SATILIK 3+1 DAİRE,Portföy No: P14162381,02-13-2025,İstanbul Anadolu / Ümraniye/ Çamlık Mah.,5.500.000 ₺,130,105,21-25,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14162381
ÜMRANİYE ARMAĞANEVLER’DE BUTİK SİTE İÇİNDE 3+1 SATILIK 11. KAT DAİRE,Portföy No: P51816607,02-13-2025,İstanbul Anadolu / Ümraniye/ Armağanevler Mah.,6.150.000 ₺,150,110,10-15,3+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P51816607
OSMANGAZİ MAH SATILIK 3+1 DAİRE,Portföy No: P46080801,02-13-2025,İstanbul Anadolu / Sancaktepe/ Osmangazi Mah.,**** ₺,125,100,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P46080801
SUADİYE KAPTAN ARİF'DE 24 SAAT GÜVENLİKLİ 4+1 SATILIK DAİRE,Portföy No: P73610027,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,26.000.000 ₺,200,180,16-20,4+1,12,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P73610027
"ATAŞEHIR İNÖNÜ DE 2+1 ARAKAT SATILIK DAIRE,​",Portföy No: P42583873,02-13-2025,İstanbul Anadolu / Ataşehir/ İnönü Mah.,3.500.000 ₺,55,50,10-15,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P42583873
MALTEPE BAĞLARBAŞI MAH. MERKEZİ KONUMDA SATILIK 3+1 GENİŞ DAİRE,Portföy No: P11854206,02-13-2025,İstanbul Anadolu / Maltepe/ Bağlarbaşı Mah.,7.750.000 ₺,140,120,21-25,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11854206
ESENKENT FENERBAHÇE BLOKLARINDA NET 90m2 SATILIK 3+1 DAİRE,Portföy No: P62160732,02-13-2025,İstanbul Anadolu / Maltepe/ Esenkent Mah.,8.000.000 ₺,100,90,30+,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P62160732
"TEKNİK YAPI, 150 m2 NET, BALKONLU, MERKEZİ KONUMDA 4+1 SATILIK",Portföy No: P34257620,02-13-2025,İstanbul Anadolu / Kadıköy/ Erenköy Mah.,13.950.000 ₺,190,150,26-30,4+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P34257620
RE/MAX MASA BURHANİYE EKŞİOĞLU KONAKLARI 121M2 3+1 SATILIK DAİRE,Portföy No: P16070460,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,9.950.000 ₺,121,101,0,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16070460
REMAX MASA BURHANİYE EKŞİOĞLU 2.ETAP 2+1 70M2,Portföy No: P20042586,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,6.500.000 ₺,70,56,1,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20042586
OFTON ELYSIUM ES ORMAN MANZARALI 2+1 SATILIK DAIRE,Portföy No: P14536356,02-13-2025,İstanbul Anadolu / Beykoz/ Acarlar Mah.,10.950.000 ₺,130,110,5,2+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P14536356
"LIDYA FLAT SITESINDE, 2+1 , 95 M2, PEYZAJ MANZARALI",Portföy No: P81028882,02-13-2025,İstanbul Anadolu / Çekmeköy/ Taşdelen Mah.,6.300.000 ₺,95,85,5,2+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P81028882
KADIKÖY ÜN MERKEZİNDE BUTİK APARTMANDA YATIRIMLIK DAİRE,Portföy No: P87177480,02-13-2025,İstanbul Anadolu / Kadıköy/ Caferağa Mah.,6.950.000 ₺,100,85,30+,2+1,1,Kat Kaloriferi,Hayır,https://www.remax.com.tr/portfoy/P87177480
ÜSKÜDAR BURHANIYE'DE METROBÜS VE KÖPRÜYE YAKIN SIFIR 2+1 ARAKAT DAIRE,Portföy No: P74252018,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,7.750.000 ₺,90,75,0,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74252018
ALYA PARK'TA 3.5+1 DENİZ MANZARALI SATILIK DAİRE,Portföy No: P21803241,02-13-2025,İstanbul Anadolu / Pendik/ Çınardere Mah.,9.350.000 ₺,125,110,6,3.5+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P21803241
ÜSKÜDAR BURHANIYEDE BOĞAZ MANZARALI 4+1 DUBLEX DAIRE,Portföy No: P24117057,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,15.000.000 ₺,150,135,0,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P24117057
Göztepe Dr.Rıfatpaşa Sokakta Geniş ve Ferah 156m² Satılık Daire,Portföy No: P84852712,02-13-2025,İstanbul Anadolu / Kadıköy/ Göztepe Mah.,17.650.000 ₺,190,156,21-25,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84852712
KARTAL HÜRRİYET MAH ERAY TOWER SATILIK 2+1 DAİRE,Portföy No: P31648812,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,4.950.000 ₺,80,70,1,2+1,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P31648812
PENDİK AHMETYESEVİ 3+1 SATILIK DAİRE,Portföy No: P86035273,02-13-2025,İstanbul Anadolu / Pendik/ Ahmet Yesevi Mah.,4.500.000 ₺,115,105,1,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P86035273
KARTAL PETROLİŞ MAH 2+1 ÖZEL YAPIM ARA KAT SATILIK DAİRE,Portföy No: P20301342,02-13-2025,İstanbul Anadolu / Kartal/ Petrol iş Mah.,5.950.000 ₺,80,70,2,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20301342
PENDİK SAHİLDE SİLTAŞ MARİNADA DENİZ MANZARALI SATILIK 3+1,Portföy No: P76141888,02-13-2025,İstanbul Anadolu / Pendik/ Kaynarca Mah.,8.300.000 ₺,104,83,4,3+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P76141888
RE/MAX DOĞUŞ'TAN FETİH MAHALLESİ KAHYAOĞLU SİTESİNDE 3+1 BOŞ SATILIK DAİRE,Portföy No: P41472321,02-13-2025,İstanbul Anadolu / Ataşehir/ Fetih Mah.,6.750.000 ₺,120,100,30+,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P41472321
ÇEKMEKÖY ÖZGÜN KENT SİTESİNDE HARİKA KONUMLU 3+1 SATILIK DAİRE,Portföy No: P11171618,02-13-2025,İstanbul Anadolu / Çekmeköy/ Çamlık Mah.,4.500.000 ₺,120,110,26-30,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11171618
SUR YAPI YEŞİL MAVİ PROJEDE 1+1 FIRSAT SATILIK DAİRE,Portföy No: P24581875,02-13-2025,İstanbul Anadolu / Maltepe/ Zümrütevler Mah.,6.500.000 ₺,63,50,1,1+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P24581875
Mesa Çubuklu Boğaz Manzaralı Satılık 2+1,Portföy No: P71066521,02-13-2025,İstanbul Anadolu / Beykoz/ Soğuksu Mah.,27.000.000 ₺,130,100,6,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71066521
Zeynep Kamil Mahallesi  Bahçe Kullanımlı Satılık 3+1 Daire,Portföy No: P76148880,02-13-2025,İstanbul Anadolu / Üsküdar/ Zeynep Kamil Mah.,3.750.000 ₺,90,70,30+,3+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P76148880
N/A,N/A,02-13-2025,İstanbul Anadolu / Kadıköy / Caferağa Mah. /,N/A,1+0,N/A,N/A,1+0,Tüm Katlar,N/A,N/A,https://www.remax.com.tr/portfoy/P44717601
İDEALTEPE BEYAZ KÖŞK'TE ÇOK GENİŞ VE ÖZEL 140 M2 NET 3+1 SATILIK,Portföy No: P23563781,02-13-2025,İstanbul Anadolu / Maltepe/ İdealtepe Mah.,8.300.000 ₺,180,140,26-30,3+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P23563781
MALTEPE ALTAYÇEŞME'DE 3+1 120 m2 SATILIK DAİRE,Portföy No: P42887106,02-13-2025,İstanbul Anadolu / Maltepe/ Altayçeşme Mah.,3.900.000 ₺,120,90,26-30,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P42887106
ÜMRANİYE A.DUDULLUDA ŞİLE OTOBANINA YAKIN GENİŞ KULLANIŞLI 2+1,Portföy No: P56736034,02-13-2025,İstanbul Anadolu / Ümraniye/ Aşağı Dudullu Mah.,4.800.000 ₺,85,67,2,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56736034
ÜMRANİYE A.DUDULLUDA GENİŞ BAHÇE KULLANIMLI 2+1  SATILIK BAHÇE DUBLEKS,Portföy No: P50540184,02-13-2025,İstanbul Anadolu / Ümraniye/ Aşağı Dudullu Mah.,4.450.000 ₺,95,65,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50540184
ÇEKMEKÖY MERKEZ MAH. BUTİK SİTE İÇİNDE GENİŞ 2+1 SATILIK DAİRE,Portföy No: P63276075,02-13-2025,İstanbul Anadolu / Çekmeköy/ Merkez Mah.,4.900.000 ₺,110,88,4,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63276075
ÇEKMEKÖY ÇATALMEŞE DE KULLANIŞLI AYRI MUTFAKLI 1+1 SATILIK,Portföy No: P54374716,02-13-2025,İstanbul Anadolu / Çekmeköy/ Çatalmeşe Mah.,2.850.000 ₺,55,45,4,1+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P54374716
KADIKÖY ERENKÖY ŞEMSETTİN GÜNALTAY 3+1 SATILIK ARAKAT DAİRE,Portföy No: P25315371,02-13-2025,İstanbul Anadolu / Kadıköy/ Erenköy Mah.,22.000.000 ₺,144,115,7,3+1,10,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P25315371
ÜSKÜDAR MURAT REİS MAHALLESİNDE 2+1 SATILIK DAİRE,Portföy No: P47542602,02-13-2025,İstanbul Anadolu / Üsküdar/ Muratreis Mah.,4.100.000 ₺,90,70,30+,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47542602
MALTEPE GÜLENSU'DA DENİZ VE ADALAR MANZARALI YATIRIMLIK 3+1 DAİRE,Portföy No: P48354217,02-13-2025,İstanbul Anadolu / Maltepe/ Gülensu Mah.,4.250.000 ₺,140,105,26-30,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48354217
BARBAROS CADDESİ ÜZERİNDE FERAH VE AYDINLIK 2+1 SATILIK DAİRE,Portföy No: P35844533,02-13-2025,İstanbul Anadolu / Kartal/ Kordonboyu Mah.,6.500.000 ₺,85,65,10-15,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P35844533
ATAŞEHİR KÜÇÜKBAKKALKÖY HİSAR EVLERİ SİTESI SATILIK 2+1  LÜKS DAİRE,Portföy No: P21347477,02-13-2025,İstanbul Anadolu / Ataşehir/ Küçükbakkalköy Mah.,8.400.000 ₺,95,75,10-15,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21347477
REMAX ANI 'DAN ÇENGELKKÖY 'DE 5+ SATILIK ÇATI DUBLEKSI,Portföy No: P11313508,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,59.000.000 ₺,414,293,0,5+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11313508
Pendik Evra Life Satılık Boş 2+1 Bahçe kullanımlı Krediye Uygun,Portföy No: P08231268,02-13-2025,İstanbul Anadolu / Pendik/ Harmandere Mah.,5.500.000 ₺,95,78,6,2+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P08231268
SANCAKTEPE METROYA YAKIN 2+1 GENİŞ ARAKAT SATILIK DAİRE,Portföy No: P65051253,02-13-2025,İstanbul Anadolu / Sancaktepe/ Veysel Karani Mah.,2.425.000 ₺,90,82,21-25,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65051253
ÜMRANİYE CADDE ÜSTÜ MÜKEMMEL KONUM GENİŞ 3+1 YATIRIMLIK,Portföy No: P77021712,02-13-2025,İstanbul Anadolu / Ümraniye/ İstiklal Mah.,4.400.000 ₺,128,100,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P77021712
ESENYALI E-5'E 2. PARSEL'DE 3+1 SATILIK SIFIR DAİRE,Portföy No: P25425823,02-13-2025,İstanbul Anadolu / Pendik/ Esenyalı Mah.,5.750.000 ₺,120,100,1,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P25425823
RE/MAX MASA BURHANİYE EKŞİOĞLU KONAKLARI 90M2 2+1 SATILIK DAİRE,Portföy No: P14770822,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,6.000.000 ₺,90,70,3,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14770822
ESENYALI E-5'E 2. PARSEL SIFIR BİNADA SATILIK 3+1 DAİRE,Portföy No: P08212387,02-13-2025,İstanbul Anadolu / Pendik/ Esenyalı Mah.,5.750.000 ₺,115,95,1,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08212387
ELLS KARTAL DENİZ MANZARALI 3+1 SATILIK SIFIR BOŞ DAİRE,Portföy No: P73548265,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,10.500.000 ₺,178,115,0,3+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P73548265
Ümraniye Dudullu Çakırkıfe sitesinde satılık daire,Portföy No: P30646621,02-13-2025,İstanbul Anadolu / Ümraniye/ Aşağı Dudullu Mah.,9.250.000 ₺,105,90,7,3+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P30646621
ELLS KARTAL DA SATILIK 3+1 SATILIK DENİZ MANZARALI LÜKS DAİRE,Portföy No: P00468754,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,12.800.000 ₺,185,125,0,3+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P00468754
BOSTANCI’NIN EN PRESTIJLI SITESINDE 2+1 REZIDANS,Portföy No: P67875150,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,10.900.000 ₺,83,61,0,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P67875150
BOSTANCININ EN GÜZEL LOKASYONUNDA 2+1 REZIDANS,Portföy No: P47345560,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,11.500.000 ₺,82,61,0,2+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47345560
BOSTANCI’NIN EN PRESTI SITESINDE 2+1  DAIRE,Portföy No: P32321703,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,11.300.000 ₺,82,61,0,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P32321703
PENDİK ÇINARDERE GESTAŞ KONUTLARIN DA İÇİ YAPILI 2+1 SATILIK D.,Portföy No: P43242587,02-13-2025,İstanbul Anadolu / Pendik/ Çınardere Mah.,3.950.000 ₺,95,85,5,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43242587
KARTAL YAKACIK TWİNSTAR DEMİRLİ SİTESİNDE SATILIK TERASLI DAİRE,Portföy No: P00108526,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,13.500.000 ₺,150,132,8,2+1,17,Merkezi (Pay Ölçer),Evet,https://www.remax.com.tr/portfoy/P00108526
Acıbadem İkbaliye'de 3+1 125m2  Balkonlu Katta Tek Masrafsız Daire,Portföy No: P08145432,02-13-2025,İstanbul Anadolu / Kadıköy/ Acıbadem Mah.,7.900.000 ₺,125,95,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08145432
KOŞUYOLU CADDESİ'NDE BU DAİREDEN DAHA İYİSİNİ BULAMAZSINIZ !,Portföy No: P21031776,02-13-2025,İstanbul Anadolu / Kadıköy/ Koşuyolu Mah.,28.500.000 ₺,200,163,3,4.5+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21031776
MALTEPE SAHİLDE SATILIK 1+1 DAİRE,Portföy No: P33486840,02-13-2025,İstanbul Anadolu / Maltepe/ Feyzullah Mah.,5.450.000 ₺,55,35,0,1+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33486840
KARTAL DÜNYA ŞEHİR DENİZ MANZARALI 2+1 SATILIK DAİRE,Portföy No: P66374728,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,4.600.000 ₺,100,80,1,2+1,18,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P66374728
KARTAL YUNUS SATILIK 5+2 DUBLEKS,Portföy No: P33174248,02-13-2025,İstanbul Anadolu / Kartal/ Yunus Mah.,9.950.000 ₺,220,180,6,5+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33174248
Beylerbeyi Koru ‘da Deniz Manzaralı Satılık 3+1 Daire,Portföy No: P14274724,02-13-2025,İstanbul Anadolu / Üsküdar/ Beylerbeyi Mah.,22.500.000 ₺,160,145,30+,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14274724
"Remax Özlenen'den, Çekmeköy Çizmeci Metropark'ta Satılık 3+1",Portföy No: P30430012,02-13-2025,İstanbul Anadolu / Çekmeköy/ Güngören Mah.,7.450.000 ₺,125,91,9,3+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P30430012
TUZLA E-5 LOKASYONUNDA DENİZ MANZARALI ÖNALLAR FLATS'DA SATILIK 3+1 DAİRE,Portföy No: P05053124,02-13-2025,İstanbul Anadolu / Tuzla/ Aydıntepe Mah.,10.500.000 ₺,150,110,1,3+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P05053124
KARTAL CUMHURİYET MAHALLESİ YAŞAM SİTESİNDE SATILIK 3+1 NET 110m2 DAİRE,Portföy No: P87376783,02-13-2025,İstanbul Anadolu / Kartal/ Cumhuriyet Mah.,5.850.000 ₺,135,110,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87376783
EKŞİOĞLU ASTON ALEMDAĞ KONUTLARI SATILIK TERS DUBLEKS DAİRE,Portföy No: P14730854,02-13-2025,İstanbul Anadolu / Çekmeköy/ Ekşioğlu Mah.,2.950.000 ₺,65,55,7,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14730854
Üsküdar Güzeltepe 'De Boğaz Manzaralı 2+1 Satılık Daire,Portföy No: P87026704,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,3.500.000 ₺,75,55,21-25,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87026704
ÜMRANİYE ELALMIŞ CAD GENİŞ 2+1 METROYA YÜRÜME MESAFEDE FIRSAT DAİRE,Portföy No: P54783216,02-13-2025,İstanbul Anadolu / Ümraniye/ Mehmet Akif Mah.,4.950.000 ₺,100,80,9,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P54783216
REMAX HERMES TEK TAPU 2 DAİRE! ESENLER MAH. MERKEZİ KONUM,Portföy No: P30052118,02-13-2025,İstanbul Anadolu / Pendik/ Esenler Mah.,7.500.000 ₺,220,192,10-15,5+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30052118
ÜSKÜDAR BURHANIYE DE FERAH GÜZEL KONUMDA BUTIK SITE,Portföy No: P10157077,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,15.800.000 ₺,200,160,2,4+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P10157077
BUTIK SITEDE ÜMRANIYE DEVLET HASTANESINE ÇOK YAKIN,Portföy No: P20643488,02-13-2025,İstanbul Anadolu / Ümraniye/ İnkılap Mah.,5.200.000 ₺,80,70,1,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20643488
"MALTEPE FINDIKLI MAH, 5+2, 201 M2 BRÜT, İSKANLI ÜST DUBLEKS SATILIK DAİRE",Portföy No: P88134058,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,6.250.000 ₺,201,185,16-20,5+2,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P88134058
PENDIK DUMANKAYA TREND EKSTRA SATILIK DAIRE 2+1 BOŞ,Portföy No: P64461063,02-13-2025,İstanbul Anadolu / Pendik/ Yenişehir Mah.,4.900.000 ₺,105,80,10-15,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P64461063
