Advertisement,Advertisement No,Advertisement Date,City,District,Neighborhood,Price (try),Gross Area (m2),Net Area (m2),Building Age,Room,Floor,Heating,Furnished,Advertisement Link
Gate of Anotolia sitesi satılık 2+1,P22873217,2025-02-13,İstanbul,Sancaktepe, Osmangazi,4850000,127,105,5,2+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P22873217
ÜMRANİYE ALTINŞEHİR'DE TAVUKÇUYOLUNA YAKIN 1+1 SIFIR DAİRE,P07352516,2025-02-13,İstanbul,Ümraniye, Altınşehir,3750000,65,55,1,1+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07352516
BEYKOZ PAŞABAHÇE DE 390 m2 SATILIK DUBLEX MÜSTAKİL EV,P72302475,2025-02-13,İstanbul,Beykoz, Çiğdem,13900000,140,130,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72302475
KARTAL KARLIKTEPE MAH.MERKEZİ VE NEZİH KONUMDA SATILIK 3+1 DAİRE,P30041830,2025-02-13,İstanbul,Kartal, Karlıktepe,4950000,120,100,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30041830
TUZLA AYDINLIDA EBEVY BANYOLU SATILIK 3+1 DAİRE,P74704326,2025-02-13,İstanbul,Tuzla, Aydınlı,4050000,115,100,4,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74704326
PENDİK MERKEZDE DENİZ MANZARALI SIFIR LÜKS DUBLEKS,P30085036,2025-02-13,İstanbul,Pendik, Batı,35000000,180,144,1,4+2,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30085036
TATLISU MAHALLESİNDE YENİ BİNADA SITE İÇERİSİNDE BALKONLU 3+1 DAİRE,P16437268,2025-02-13,İstanbul,Ümraniye, Tatlısu,8900000,110,90,1,3+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16437268
METROPOL İSTANBUL YAŞAM MERKEZİ SATILIK 1+1,P77271032,2025-02-13,İstanbul,Ataşehir, Atatürk,9750000,88,60,6,1+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P77271032
ALTINTEPE DE SATILIK 4+1 DUBLEKS DAİRE,P80674501,2025-02-13,İstanbul,Maltepe, Altıntepe,19000000,170,142,1,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80674501
Çekmeköy Merkez Mahallesi Site İçinde SATILIK 3 + 1 DAİRE,P04053058,2025-02-13,İstanbul,Çekmeköy, Merkez,9000000,125,105,16-20,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04053058
Üsküdar'da Satılık 2+1 daire,P51550014,2025-02-13,İstanbul,Üsküdar, Selami Ali,2900000,80,70,30+,2+1,1. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P51550014
SUADİYE AYDIN SOKAK 2+1 NET 80M2 TAPU HEMEN TESLİM SATILIK DAİRE,P78073222,2025-02-13,İstanbul,Kadıköy, Suadiye,13250000,110,80,1,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P78073222
GÖZTEPE BAĞDAT CAD 3PARALEL PRESTİJLİ BİNADA FIRSAT DAiRE,P40471272,2025-02-13,İstanbul,Kadıköy, Göztepe,9950000,79,49,0,1+1,Giriş Katı,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P40471272
Mimarsinan da caddeye yakın 2+1 yüksek giriş,P13081558,2025-02-13,İstanbul,Sultanbeyli, Mimar Sinan,2650000,80,70,10-15,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13081558
ACIBADEM'İN EN KULLANIŞLI DAİRESİ ARAKAT 4+1,P63147773,2025-02-13,İstanbul,Üsküdar, Acıbadem,18500000,170,150,21-25,4+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63147773
SATILIK DUBLEKS DAİRE.,P72510358,2025-02-13,İstanbul,Tuzla, İstasyon,11500000,240,200,10-15,3+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72510358
"GÖZTEPE MERDİVENKÖY ŞAİR ARŞİ CADDESİNDE 3+1 ,ASANSÖRLÜ ,ARAKAT",P17175488,2025-02-13,İstanbul,Kadıköy, Merdivenköy,5300000,110,90,30+,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P17175488
YUNUS EMRE MH. SATILIK 5 YAŞINDA 3+1 GENİŞ TERASLI ÇATI DUBLEKS DAİRE,P63055253,2025-02-13,İstanbul,Sancaktepe, Yunus Emre,3800000,130,105,7,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63055253
PENDİK YAYALAR MAHALLESİ LÜKS 3+1 ÇATI DUBLEKS DAİRE,P63823620,2025-02-13,İstanbul,Pendik, Yayalar,5650000,135,105,10-15,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63823620
"MALTEPE EVİNPARK SİTESİ HAVUZLU,7/24 GÜVENLİKLİ SATILIK 2+1 DAİRE",P25580048,2025-02-13,İstanbul,Maltepe, Altayçeşme,8400000,85,62,7,2+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P25580048
SULTANBEYLİ KREDİYE UYGUN İSKANLI SIFIR BOŞ 2+1 / OTOPARKLI,P51061312,2025-02-13,İstanbul,Sultanbeyli, Orhangazi,3500000,90,80,1,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P51061312
"KÜÇÜKYALI,ALTINTEPE 3+1 SATILIK GENİŞ DAİRE",P70374104,2025-02-13,İstanbul,Maltepe, Altıntepe,5500000,140,120,26-30,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P70374104
TAVUKÇUOĞLU İNŞAAT KALİTESİYLE ETHEMEFENDİ CD. 3.BİNA SATILIK 4+1 DAİRE,P83420253,2025-02-13,İstanbul,Kadıköy, Caddebostan,51300000,178,148,1,4+1,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83420253
Pendik Sülüntepe’de Merkezi Konumda 2+1 Geniş ve Balkonlu Daire,P70444115,2025-02-13,İstanbul,Pendik, Sülüntepe,3475000,95,90,10-15,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P70444115
GÖZTEPE ÖMERPAŞA SOKAK OYUNCAK MÜZESİ YANI 100M2 2+1 SATILIK DAİRE,P58025026,2025-02-13,İstanbul,Kadıköy, Göztepe,10750000,100,72,16-20,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P58025026
REMAX HERMES N.KEMAL MH. 3+1 ÇATI DUBLEKS OTURUMA HAZIR.,P33070173,2025-02-13,İstanbul,Ümraniye, Namık Kemal,6750000,180,140,8,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33070173
REMAX HERMES GÜZELYALI MAH. 3+1 SAHİLE 500m MESAFEDE,P66685641,2025-02-13,İstanbul,Pendik, Güzelyalı,3400000,180,140,10-15,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P66685641
MALTEPE ALTAYÇEŞME ATAPARK SİTESİ SATILIK SIFIR 4+1 DUBLEKS,P28884285,2025-02-13,İstanbul,Maltepe, Altayçeşme,9950000,164,123,1,4+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P28884285
KAYI ŞEHİR SATILIK 3+1 REMAX AIR DEN,P48623177,2025-02-13,İstanbul,Pendik, Kurtköy,9250000,165,110,6,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48623177
ATAŞEHİR YENİŞEHİR UĞURKENT SİTESİ SATILIK 3+1 DAİRE,P88280050,2025-02-13,İstanbul,Ataşehir, Yenişehir,7950000,140,110,30+,3+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P88280050
Site Mah. Sancar Sok Toplu Ulaşıma Yakın Satılık 2+1 Daire,P03352858,2025-02-13,İstanbul,Ümraniye, Site,3250000,90,75,16-20,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P03352858
Omerpasa caddesi uzerinde yeni binada caddeye yakın...,P84814563,2025-02-13,İstanbul,Kadıköy, Göztepe,22500000,155,130,7,3+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P84814563
TUZLA İSTASYON MAH MARMARAYA ÇOK YAKIN  3+1 AYDINLIK FERAH KULLANIŞLI SATILIK DAİRE,P41483208,2025-02-13,İstanbul,Tuzla, İstasyon,6950000,110,90,1,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P41483208
TUZLA İSTASYON MAH MARMARAYA ÇOK YAKIN BAHÇE KATI AYDINLIK FERAH VE KEYİFLİ SATILIK DAİRE,P83214786,2025-02-13,İstanbul,Tuzla, İstasyon,4450000,80,70,1,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83214786
Merit Life Göl Konakları Satılık 3+1 Daire 7.Kat,P77302288,2025-02-13,İstanbul,Ümraniye, Tatlısu,9750000,160,140,16-20,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P77302288
CAMİ MAHALLESİNDE 3+1 SATILIK DAİRE,P10464672,2025-02-13,İstanbul,Tuzla, Cami,6990000,115,95,5,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10464672
NEF ORMANTEPEDE SATILIK 2+1 DAİRE,P73318520,2025-02-13,İstanbul,Çekmeköy, Nişantepe,6850000,70,58,3,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P73318520
Merit Life Göl Konakları Satılık 3+1 Daire 1.Kat,P38665174,2025-02-13,İstanbul,Ümraniye, Tatlısu,10500000,160,140,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P38665174
Merit Life Göl Konakları Satılık 3+1 Daire 4.Kat,P32330614,2025-02-13,İstanbul,Ümraniye, Tatlısu,10800000,160,140,16-20,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P32330614
Merit Life Göl Konakları Satılık 3+1 Daire 3.Kat,P36770135,2025-02-13,İstanbul,Ümraniye, Tatlısu,10700000,160,140,16-20,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P36770135
SANCAKTEPE OSMANGAZİ MH SATILIK 2+1 SIFIR DAİRE,P41542547,2025-02-13,İstanbul,Sancaktepe, Osmangazi,4300000,80,75,0,2+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P41542547
Ümraniye İstiklal Üsküdar Metro 1 dk Mesafede Satılık 2+1 Daire,P71560878,2025-02-13,İstanbul,Ümraniye, İstiklal,3950000,95,80,21-25,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71560878
YAKACIK ERAY TOWER 'DA SİTE İÇERİSİNDE DENİZ MANZARALI 3+1 120 m² DAİRE,P48116851,2025-02-13,İstanbul,Kartal, Yakacık Yeni,6500000,120,95,1,3+1,11,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P48116851
Merit Life Göl Konakları Satılık 3+1 Yüksek Giriş,P22134735,2025-02-13,İstanbul,Ümraniye, Tatlısu,10400000,160,140,16-20,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22134735
Ataşehir Trendist Sitesi Satılık Yüksek Kat 3+1,P26354150,2025-02-13,İstanbul,Ataşehir, Atatürk,14800000,143,100,10-15,3+1,25,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P26354150
MALTEPE BAĞLARBAŞI MAH.REFAH SOKAKTA SATILIK 3+1,P45208572,2025-02-13,İstanbul,Maltepe, Bağlarbaşı,6100000,125,115,16-20,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45208572
KADIKÖY ZİVERBEY'DE 115 M2 NET (3+1) SATILIK DAİRE,P15513541,2025-02-13,İstanbul,Kadıköy, Zühtüpaşa,10500000,140,115,30+,3+1,12,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P15513541
MODERN MİMARİSİ İLE PRUVA TUZLA'DA SATILIK 3+1,P82118673,2025-02-13,İstanbul,Tuzla, Cami,8750000,123,102,1,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P82118673
VALİDEBAĞ KONAKLARI ARA KAT YÜKSEK KİRA GETİRİLİ SATILIK 1+1,P30257012,2025-02-13,İstanbul,Üsküdar, Barbaros,9500000,74,56,5,1+1,3,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P30257012
KARTAL CUMHURİYET MAHALLESİ SATILIK 2+1 ARA KAT DAİRE,P01023676,2025-02-13,İstanbul,Kartal, Cumhuriyet,4400000,95,78,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P01023676
Finans Merkezine Komşu Tema Life Sitesi'nde 3+1 Satılık Daire,P32865786,2025-02-13,İstanbul,Ümraniye, Site,7990000,135,110,8,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P32865786
YENİ BİNA METRO VE METROBÜSE 500 METRE AYRI MUTFAK 2+1 BOŞ DAİRE,P21323311,2025-02-13,İstanbul,Kadıköy, Hasanpaşa,6500000,90,70,10-15,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21323311
KARTAL ATALARDA MUHTEŞEM KONUMDA SATILIK 2+1 DAİRE,P48426602,2025-02-13,İstanbul,Kartal, Atalar,2800000,115,90,16-20,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48426602
"Sancaktepe Safa Mah. Satılık 3,5+1 Çatı Dubleksi",P52823842,2025-02-13,İstanbul,Sancaktepe, Safa,4250000,155,135,10-15,3.5+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P52823842
REMAX TAN PENDİK BAHÇELİEVLERDE İSKANLI 5.KAT BOŞ SATILIK 2+1,P25088242,2025-02-13,İstanbul,Pendik, Bahçelievler,5000000,90,70,7,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P25088242
KARTAL AHENK KONUTLARI SATILIK 2+1 DAİRE,P81620865,2025-02-13,İstanbul,Kartal, Hürriyet,5600000,105,76,1,2+1,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P81620865
Tuzla Postane Mahallesinde Satılık 2+1 Daire,P12470523,2025-02-13,İstanbul,Tuzla, Postane,5800000,70,60,30+,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P12470523
PENDİK OKSİJEN PARK SİTESİ 3+1 FUL DENİZ MANZARALI SATILIK DAİRE,P87000342,2025-02-13,İstanbul,Pendik, Dumlupınar,6950000,124,94,1,3+1,10,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87000342
EKŞİOĞLU AKKAYA CEMİL MERİÇ 4+2 TERASLI DUBLEKS BOŞ DAİRE,P53672327,2025-02-13,İstanbul,Ümraniye, Cemil Meriç,6500000,230,190,21-25,4+2,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P53672327
Sinpaş Kelebekia Premium Güncel boş Satılık 3+1 dubleks daire,P88631635,2025-02-13,İstanbul,Sancaktepe, Abdurrahmangazi,19000000,230,195,10-15,3+1,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P88631635
AYDINLI MRKZ CADDE ÜZERİ BALKONLU KAPALI MUTFAK 90 M2 2+1 DAİRE,P77262267,2025-02-13,İstanbul,Tuzla, Aydınlı,3950000,90,80,10-15,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P77262267
Caddebostan’da Sahile Üçüncü Bina 4+1 Satılık Daire,P05148071,2025-02-13,İstanbul,Kadıköy, Caddebostan,43000000,150,135,3,4+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P05148071
TEKNİK YAPI EVORA PARK SANCAKTEPE SATILIK 2+1 BAHÇE KATI,P70631701,2025-02-13,İstanbul,Sancaktepe, Fatih,5350000,92,72,10-15,2+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P70631701
DKY KARTAL PROJESİNDE 2+1 SATILIK DAİRE,P58278532,2025-02-13,İstanbul,Kartal, Orta,7250000,105,72,0,2+1,8,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P58278532
KARTAL CEVİZLİ SIFIR BİNADA  SATILIK 2+1 LÜKS DAİRE,P72744235,2025-02-13,İstanbul,Kartal, Cevizli,7500000,105,80,0,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72744235
D.SENKRON PROJESİ 2+1 BALKONLU HAVUZ CEPHELİ SATILIK DAİRE,P84102472,2025-02-13,İstanbul,Ümraniye, Tatlısu,6950000,99,69,5,2+1,5,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P84102472
QUATTRO İSTANBUL PROJESİNDE 2.KAT SATILIK 1+1 LÜKS DAİRE,P13735220,2025-02-13,İstanbul,Ümraniye, Tatlısu,5300000,65,45,4,1+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P13735220
YENİ-REMAX SMART EZGİ'den-2+1 BAHÇE KATI-HEMEN OTURUM-Narcity,P71627147,2025-02-13,İstanbul,Maltepe, Zümrütevler,13950000,122,102,10-15,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71627147
FUAYE UZMANI EZGİ'DEN-KİPTAŞ YEŞİLTEPE KEYİFLİ 2+1 TEK SEÇENEK,P86017117,2025-02-13,İstanbul,Maltepe, Zümrütevler,6950000,95,70,10-15,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P86017117
TÜTÜNCÜ MEHMET EFENDİ CADDESİ 'NDE SIFIR 3+1 DAİRE,P22730423,2025-02-13,İstanbul,Kadıköy, Göztepe,21500000,140,106,0,3+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P22730423
KÜÇÜKYALI MERKEZDE 3+1 .140 M2 GİRİŞ KAT,P88510408,2025-02-13,İstanbul,Maltepe, Küçükyalı,8350000,140,120,21-25,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P88510408
Finans Merkezine Komşu Genç Binada Geniş 2+1,P83224533,2025-02-13,İstanbul,Ümraniye, Armağanevler,4450000,95,75,10-15,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83224533
Sultanbeyli de SATILIK 2+1 Daire Geniş Balkonlu,P27532081,2025-02-13,İstanbul,Sultanbeyli, Yavuz Selim,2995000,82,74,3,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27532081
"Ataşehir, Küçükbakkalköy, Hastaneler Bölgesinde Satılık Daire",P62872721,2025-02-13,İstanbul,Ataşehir, Küçükbakkalköy,6950000,120,96,16-20,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P62872721
CADDEBOSTAN SAHİL PARSELİNDE 250 M2 NET KULLANIMLI DUBLEKS DAİRE,P15578180,2025-02-13,İstanbul,Kadıköy, Caddebostan,47500000,310,250,0,4+1,10,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P15578180
Acil Suadiye Sahilde Havuzlu Yalı Dairesi 5+1,P58202544,2025-02-13,İstanbul,Kadıköy, Suadiye,40000000,290,250,26-30,5+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P58202544
CUMHURİYET MAHALLESİN 3+1 ARA KAT,P04506247,2025-02-13,İstanbul,Üsküdar, Cumhuriyet,5950000,110,90,10-15,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04506247
Merit Life Göl Konakları Satılık 3+1 Daire 1.Kat,P51441718,2025-02-13,İstanbul,Ümraniye, Tatlısu,9150000,160,140,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P51441718
Merit Life Göl Konakları Yüksek Giriş Satılık 3+1,P43741713,2025-02-13,İstanbul,Ümraniye, Tatlısu,9050000,160,140,16-20,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43741713
KARTAL ÇAVUŞOĞLU MAH MARMARAYA ÇOK YAKIN FERAH KEYİFLİ SATILIK DUBLEKS DAİRE,P85131025,2025-02-13,İstanbul,Kartal, Çavuşoğlu,10550000,190,160,2,3+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P85131025
ŞAHANE! BATI ATAŞEHİR AĞAOĞLU MY WORLD HİGHPARK ETABINDA SATILIK 3+1 DAİRE,P20314832,2025-02-13,İstanbul,Ataşehir, Barbaros,17400000,157,117,10-15,3+1,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20314832
PENDİK DOĞU MAH.SATILIK 1+1 DAİRE,P43274140,2025-02-13,İstanbul,Pendik, Doğu,2800000,65,60,30+,1+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43274140
PENDİK BAHÇELİEVLER MAHALLESİ SATILIK 2+1 DAİRE,P88072648,2025-02-13,İstanbul,Pendik, Doğu,2900000,70,68,26-30,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P88072648
YEDITEPE ÜNIVERSITESINE KOMŞU SATILIK 4+2 ÇATI DUBLEKSİ DAİRE,P86733232,2025-02-13,İstanbul,Ataşehir, İnönü,5200000,170,130,16-20,4+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P86733232
Acıbadem caddesine 150m mesafede 3 oda salon en üst kat,P43586773,2025-02-13,İstanbul,Üsküdar, Acıbadem,8100000,125,95,30+,3+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P43586773
ENDERUNPARK SİTESİ 4+1 SATILIK GENİŞ DUBLEKS DAİRE,P55180018,2025-02-13,İstanbul,Pendik, Sülüntepe,6200000,225,180,9,4+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P55180018
D.SENKRON ATAŞEHİR CEPHELİ 2+1 BALKONLU SATILIK B TİPİ DAİRE,P21556486,2025-02-13,İstanbul,Ümraniye, Tatlısu,6750000,103,69,5,2+1,14,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P21556486
YAKACIK Y.MAHALLE GÜLBAĞ SOK.120 m2 3+1 LÜKS SATILIK DAİRE,P13701552,2025-02-13,İstanbul,Kartal, Yakacık Yeni,5050000,120,110,7,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13701552
KUZGUNCUK 40M2 HİSSELİ TERASLI DENİZ MANZARALI 3+1 220M2 DAİRE,P10312000,2025-02-13,İstanbul,Üsküdar, Kuzguncuk,12500000,220,144,30+,3+1,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10312000
ÜMRANİYE YAMANEVLER MELTEM PARK SİTESİN DE SATILIK 2+1 DAİRE,P15081845,2025-02-13,İstanbul,Ümraniye, Yamanevler,7250000,90,75,5,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P15081845
KOZYATAĞI MİNİBÜS CD. ve METROYA ÇOK YAKIN SIFIR BOŞ DAİRELER,P48084501,2025-02-13,İstanbul,Kadıköy, Kozyatağı,14000000,107,84,1,3+1,10,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P48084501
ATAŞEHİR EVİNPARK SİTESİ 4+1 SATILIK DAİRE,P16371158,2025-02-13,İstanbul,Ataşehir, Atatürk,14500000,177,125,10-15,4+1,3,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P16371158
Sancaktepe Merve Mh İskanlı Binada Arakat 2+1 Satılık Daire,P41005255,2025-02-13,İstanbul,Sancaktepe, Merve,3500000,95,80,4,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P41005255
PENDİK DUMLUPINAR 'DA MARMARA HASTANESİNE YAKIN SATILIK 2+1DAİRE,P44160575,2025-02-13,İstanbul,Pendik, Dumlupınar,4200000,90,75,3,2+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P44160575
KADIKÖY EVENDİRME DAİRESİNE STADA YÜRÜME MESAFESİNDE HASANPAŞA 2-1 SATILIK DAİRE,P44714285,2025-02-13,İstanbul,Kadıköy, Hasanpaşa,4000000,75,60,30+,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P44714285
"KANDİLLİ'DE SUPER KONUMLU,MANZARALI,EMSALSİZ DUBLEKS",P37770070,2025-02-13,İstanbul,Üsküdar, Kandilli,21000000,210,160,3,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P37770070
KARTAL KIZILAY BULVARI SATILIK DENİZ MANZARALI 3+1,P26766588,2025-02-13,İstanbul,Kartal, Yukarı,4000000,140,110,30+,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P26766588
MALTEPE/BAĞLARBAŞI ÇARŞI'DA SATILIK 3+1 SIFIR DAİRE,P81650856,2025-02-13,İstanbul,Maltepe, Bağlarbaşı,6200000,130,100,1,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P81650856
ÖZGÜR HANGÜL'DEN - MARMAROOM - C BLOK - FIRSAT DAİRE -,P78267488,2025-02-13,İstanbul,Maltepe, Zümrütevler,3300000,61,45,10-15,1+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P78267488
Üsküdar'da Metro ve Marmaray'a Yakın 2+1 Giriş Kat İskanlı Satılık,P52664763,2025-02-13,İstanbul,Üsküdar, Mimar Sinan,4999999,75,65,30+,2+1,Giriş Katı,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P52664763
ATAŞEHİRDE SİTE İÇERİSİNDE FULL EŞYALI 1+1 SATILIK RESIDENCE,P43530130,2025-02-13,İstanbul,Ataşehir, Aşıkveysel,4700000,60,50,8,1+1,4,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P43530130
DENİZ MANZARALI NUVO DRAGOS PROJESİ'NDE 3+1 164m² DAİRE,P36386340,2025-02-13,İstanbul,Maltepe, Cevizli,14250000,164,124,10-15,3+1,10,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P36386340
ÇEKMEKÖY MERKEZ MAHALLESİ 3+2 ÇATI DUBLEKS DAİRE,P87547463,2025-02-13,İstanbul,Çekmeköy, Merkez,5695000,130,110,10-15,3+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87547463
BİZİMTEPE AYDOS SİTESİ 2+1 SATILIK DAİRE,P26331710,2025-02-13,İstanbul,Sancaktepe, Veysel Karani,8195000,127,91,7,2+1,10,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P26331710
İDEALTEPE'DE SAHİLE YAKIN YATIRIMLIK 3+1 GENİŞ DAİRE,P74227526,2025-02-13,İstanbul,Maltepe, İdealtepe,7750000,140,125,30+,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P74227526
